id,name,player_link,team,team_link,age,number,position,height,weight,last_attended,country,birth_date,experience,draft
488,"Brad Wanamaker",https://www.nba.com/player/202954/brad-wanamaker/,"Charlotte Hornets ",https://www.nba.com/team/1610612766/hornets/,31,"9 ",Guard,2,95,Pittsburgh,USA,1989-07-25,2,Undrafted
489,"T.J. Warren",https://www.nba.com/player/203933/tj-warren/,"Indiana Pacers ",https://www.nba.com/team/1610612754/pacers/,27,"1 ",Forward,2,100,"North Carolina State",USA,1993-09-05,6,"2014 R1 Pick 14"
490,"P.J. Washington",https://www.nba.com/player/1629023/pj-washington/,"Charlotte Hornets ",https://www.nba.com/team/1610612766/hornets/,22,"25 ",Forward,2,104,Kentucky,USA,1998-08-23,1,"2019 R1 Pick 12"
491,"Yuta Watanabe",https://www.nba.com/player/1629139/yuta-watanabe/,"Toronto Raptors ",https://www.nba.com/team/1610612761/raptors/,26,"18 ",Guard-Forward,2,98,"George Washington",Japan,1994-10-13,2,Undrafted
492,"Tremont Waters",https://www.nba.com/player/1629682/tremont-waters/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,23,"51 ",Guard,2,79,"Louisiana State",USA,1998-01-10,1,"2019 R2 Pick 51"
493,"Paul Watson",https://www.nba.com/player/1628778/paul-watson/,"Toronto Raptors ",https://www.nba.com/team/1610612761/raptors/,26,"1 ",Guard,2,95,"Fresno State",USA,1994-12-30,1,Undrafted
494,"Quinndary Weatherspoon",https://www.nba.com/player/1629683/quinndary-weatherspoon/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,24,"15 ",Guard,2,93,"Mississippi State",USA,1996-09-10,1,"2019 R2 Pick 49"
495,"Russell Westbrook",https://www.nba.com/player/201566/russell-westbrook/,"Washington Wizards ",https://www.nba.com/team/1610612764/wizards/,32,"4 ",Guard,2,91,UCLA,USA,1988-11-12,12,"2008 R1 Pick 4"
496,"Coby White",https://www.nba.com/player/1629632/coby-white/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,21,"0 ",Guard,2,88,"North Carolina",USA,2000-02-16,1,"2019 R1 Pick 7"
497,"Derrick White",https://www.nba.com/player/1628401/derrick-white/,"San Antonio Spurs ",https://www.nba.com/team/1610612759/spurs/,26,"4 ",Guard,2,86,Colorado,USA,1994-07-02,3,"2017 R1 Pick 29"
498,"Hassan Whiteside",https://www.nba.com/player/202355/hassan-whiteside/,"Sacramento Kings ",https://www.nba.com/team/1610612758/kings/,31,"20 ",Center,2,120,Marshall,USA,1989-06-13,8,"2010 R2 Pick 33"
499,"Greg Whittington",https://www.nba.com/player/204222/greg-whittington/,"Denver Nuggets ",https://www.nba.com/team/1610612743/nuggets/,28,"3 ",Forward,2,95,"Georgetown ",USA,1993-02-07,Rookie,Undrafted
500,"Andrew Wiggins",https://www.nba.com/player/203952/andrew-wiggins/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,26,"22 ",Forward,2,89,Kansas,Canada,1995-02-23,6,"2014 R1 Pick 1"
501,"Grant Williams",https://www.nba.com/player/1629684/grant-williams/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,22,"12 ",Forward,2,107,Tennessee,USA,1998-11-30,1,"2019 R1 Pick 22"
502,"Kenrich Williams",https://www.nba.com/player/1629026/kenrich-williams/,"Oklahoma City Thunder ",https://www.nba.com/team/1610612760/thunder/,26,"34 ",Guard-Forward,2,95,TCU,USA,1994-12-02,2,Undrafted
503,"Lou Williams",https://www.nba.com/player/101150/lou-williams/,"Atlanta Hawks ",https://www.nba.com/team/1610612737/hawks/,34,"6 ",Guard,2,79,"South Gwinnett HS (GA)",USA,1986-10-27,15,"2005 R2 Pick 45"
504,"Patrick Williams",https://www.nba.com/player/1630172/patrick-williams/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,19,"44 ",Forward,2,98,"Florida State",USA,2001-08-26,Rookie,"2020 R1 Pick 4"
505,"Robert Williams III",https://www.nba.com/player/1629057/robert-williams-iii/,"Boston Celtics ",https://www.nba.com/team/1610612738/celtics/,23,"44 ",Center-Forward,2,108,"Texas A&M",USA,1997-10-17,2,"2018 R1 Pick 27"
506,"Zion Williamson",https://www.nba.com/player/1629627/zion-williamson/,"New Orleans Pelicans ",https://www.nba.com/team/1610612740/pelicans/,20,"1 ",Forward,2,129,Duke,USA,2000-07-06,1,"2019 R1 Pick 1"
507,"D.J. Wilson",https://www.nba.com/player/1628391/dj-wilson/,"Houston Rockets ",https://www.nba.com/team/1610612745/rockets/,25,"00 ",Forward,2,105,Michigan,USA,1996-02-19,3,"2017 R1 Pick 17"
508,"Dylan Windler",https://www.nba.com/player/1629685/dylan-windler/,"Cleveland Cavaliers ",https://www.nba.com/team/1610612739/cavaliers/,24,"9 ",Guard-Forward,2,89,Belmont,USA,1996-09-22,Rookie,"2019 R1 Pick 26"
509,"Justise Winslow",https://www.nba.com/player/1626159/justise-winslow/,"Memphis Grizzlies ",https://www.nba.com/team/1610612763/grizzlies/,25,"7 ",Forward-Guard,2,101,Duke,USA,1996-03-26,5,"2015 R1 Pick 10"
510,"Cassius Winston",https://www.nba.com/player/1630216/cassius-winston/,"Washington Wizards ",https://www.nba.com/team/1610612764/wizards/,23,"5 ",Guard,2,84,"Michigan State",USA,1998-02-28,Rookie,"2020 R2 Pick 53"
511,"James Wiseman",https://www.nba.com/player/1630164/james-wiseman/,"Golden State Warriors ",https://www.nba.com/team/1610612744/warriors/,20,"33 ",Center,2,109,Memphis,USA,2001-03-31,Rookie,"2020 R1 Pick 2"
512,"Christian Wood",https://www.nba.com/player/1626174/christian-wood/,"Houston Rockets ",https://www.nba.com/team/1610612745/rockets/,25,"35 ",Forward,2,97,UNLV,USA,1995-09-27,4,Undrafted
513,"Robert Woodard II",https://www.nba.com/player/1630218/robert-woodard-ii/,"Sacramento Kings ",https://www.nba.com/team/1610612758/kings/,21,"13 ",Forward,2,107,"Mississippi State",USA,1999-09-22,Rookie,"2020 R2 Pick 40"
514,"Delon Wright",https://www.nba.com/player/1626153/delon-wright/,"Sacramento Kings ",https://www.nba.com/team/1610612758/kings/,28,"55 ",Guard,2,84,Utah,USA,1992-04-26,5,"2015 R1 Pick 20"
515,"Thaddeus Young",https://www.nba.com/player/201152/thaddeus-young/,"Chicago Bulls ",https://www.nba.com/team/1610612741/bulls/,32,"21 ",Forward,2,107,"Georgia Tech",USA,1988-06-21,13,"2007 R1 Pick 12"
516,"Trae Young",https://www.nba.com/player/1629027/trae-young/,"Atlanta Hawks ",https://www.nba.com/team/1610612737/hawks/,22,"11 ",Guard,2,82,Oklahoma,USA,1998-09-19,2,"2018 R1 Pick 5"
517,"Cody Zeller",https://www.nba.com/player/203469/cody-zeller/,"Charlotte Hornets ",https://www.nba.com/team/1610612766/hornets/,28,"40 ",Forward-Center,2,109,Indiana,USA,1992-10-05,7,"2013 R1 Pick 4"
518,"Ivica Zubac",https://www.nba.com/player/1627826/ivica-zubac/,"LA Clippers ",https://www.nba.com/team/1610612746/clippers/,24,"40 ",Center,2,109,"Mega Basket",Croatia,1997-03-18,4,"2016 R2 Pick 32"
